AQ1,AQ2,AQ3,AQ4,AOT1,AOT2,AT,HQ1,HQ2,HQ3,HQ4,HOT1,HOT2,HT
29,29,28,23,0,0,109,27,35,28,30,0,0,120
23,42,28,31,0,0,124,31,30,44,29,0,0,134
31,28,38,29,0,0,126,27,25,22,27,0,0,101
32,25,29,24,0,0,110,32,28,33,27,0,0,120
39,19,28,27,0,0,113,15,27,40,35,0,0,117
37,29,25,31,0,0,122,21,23,32,25,0,0,101
26,25,38,20,0,0,109,31,35,31,30,0,0,127
25,31,24,25,0,0,105,26,26,31,33,0,0,116
24,14,32,42,0,0,112,38,25,24,31,0,0,118
24,23,33,31,0,0,111,38,25,25,29,0,0,117
21,33,24,18,0,0,96,38,38,40,17,0,0,133
25,19,30,35,0,0,109,26,35,31,26,0,0,118
25,26,24,27,0,0,102,38,17,34,31,0,0,120
34,27,24,27,0,0,112,24,25,24,27,0,0,100
21,30,25,38,0,0,114,36,23,28,19,0,0,106
28,26,37,25,0,0,116,23,29,32,23,0,0,107
31,25,33,26,0,0,115,26,31,34,18,0,0,109
34,34,32,25,17,0,142,31,27,39,28,13,0,138
26,20,33,27,0,0,106,28,19,33,28,0,0,108
37,22,22,24,0,0,105,22,25,28,35,0,0,110
19,26,32,33,0,0,110,23,31,38,23,0,0,115
26,37,27,26,0,0,116,34,40,25,43,0,0,142
26,29,31,20,13,0,119,28,18,32,28,14,0,120
23,33,24,31,0,0,111,31,28,36,29,0,0,124
37,20,34,25,0,0,116,29,37,34,33,0,0,133
27,33,29,26,0,0,115,38,26,24,21,0,0,109
23,34,26,36,0,0,119,32,49,27,28,0,0,136
32,24,18,25,0,0,99,42,31,22,33,0,0,128
18,11,22,36,0,0,87,33,30,34,34,0,0,131
37,35,24,25,0,0,121,32,32,25,24,0,0,113
26,23,28,24,0,0,101,26,40,20,30,0,0,116
30,30,27,28,0,0,115,29,36,29,30,0,0,124
40,36,34,43,11,12,176,40,40,37,36,11,11,175
22,22,27,24,0,0,95,22,22,26,21,0,0,91
16,35,21,31,0,0,103,29,25,28,26,0,0,108
27,24,31,39,0,0,121,25,27,22,34,0,0,108
26,26,30,24,0,0,106,42,31,29,26,0,0,128
20,22,20,32,0,0,94,28,38,28,18,0,0,112
28,22,30,30,0,0,110,30,26,22,29,0,0,107
33,32,14,23,0,0,102,24,31,30,33,0,0,118
26,20,28,27,0,0,101,33,20,22,29,0,0,104
29,28,37,33,0,0,127,37,27,33,32,0,0,129
27,18,22,15,0,0,82,25,22,27,28,0,0,102
16,31,31,33,0,0,111,28,33,20,27,0,0,108
28,24,24,17,0,0,93,34,30,28,26,0,0,118
36,22,36,30,0,0,124,26,24,40,25,0,0,115
34,23,30,17,0,0,104,25,34,19,31,0,0,109
31,27,30,26,0,0,114,32,41,29,29,0,0,131
22,36,30,32,4,0,124,35,31,31,23,14,0,134
21,25,30,30,0,0,106,41,24,27,25,0,0,117
28,30,26,17,0,0,101,22,28,30,19,0,0,99
15,31,29,19,0,0,94,27,33,28,21,0,0,109
36,14,29,22,0,0,101,25,24,25,19,0,0,93
27,25,33,34,0,0,119,27,29,34,26,0,0,116
22,30,39,27,0,0,118,34,28,23,19,0,0,104
22,27,35,25,0,0,109,26,20,47,28,0,0,121
23,23,26,26,0,0,98,24,20,26,34,0,0,104
41,33,32,27,0,0,133,30,24,30,28,0,0,112
44,27,22,30,0,0,123,38,28,21,30,0,0,117
31,38,37,18,0,0,124,33,26,39,24,0,0,122
32,18,21,31,0,0,102,30,18,25,21,0,0,94
41,24,17,23,0,0,105,27,21,39,36,0,0,123
26,32,28,22,0,0,108,33,23,19,26,0,0,101
27,30,22,26,0,0,105,22,19,32,18,0,0,91
38,31,32,16,0,0,117,36,18,32,29,0,0,115
28,24,26,35,0,0,113,26,29,41,21,0,0,117
34,37,25,23,0,0,119,38,15,24,19,0,0,96
29,28,30,31,0,0,118,47,34,29,32,0,0,142
25,22,38,28,0,0,113,19,25,24,31,0,0,99
29,37,30,21,0,0,117,31,45,32,31,0,0,139
31,26,33,33,0,0,123,30,30,24,33,0,0,117
29,24,37,31,0,0,121,31,25,35,19,0,0,110
20,30,28,30,0,0,108,24,35,30,30,0,0,119
37,30,24,35,0,0,126,38,33,39,23,0,0,133
29,25,16,29,0,0,99,21,31,31,27,0,0,110
27,29,16,19,0,0,91,26,19,42,28,0,0,115
31,33,27,26,0,0,117,26,22,25,33,0,0,106
19,30,27,35,0,0,111,31,28,38,32,0,0,129
15,40,34,26,0,0,115,37,27,20,21,0,0,105
40,20,34,31,0,0,125,29,35,21,19,0,0,104
37,34,25,26,0,0,122,31,25,32,32,0,0,120
29,23,32,19,0,0,103,34,33,30,33,0,0,130
27,31,22,17,0,0,97,28,22,30,33,0,0,113
35,22,21,21,0,0,99,21,33,28,26,0,0,108
32,31,33,31,0,0,127,35,33,33,27,0,0,128
33,23,27,27,0,0,110,34,21,21,26,0,0,102
26,27,33,19,11,0,116,30,23,26,26,4,0,109
21,24,22,23,0,0,90,24,30,42,18,0,0,114
26,23,26,34,0,0,109,29,37,21,30,0,0,117
29,41,25,27,0,0,122,32,36,22,20,0,0,110
29,24,32,48,0,0,133,29,30,40,31,0,0,130
36,38,31,33,0,0,138,30,34,38,32,0,0,134
31,28,37,34,0,0,130,25,37,33,31,0,0,126
30,37,28,30,0,0,125,35,25,29,33,0,0,122
18,36,18,33,0,0,105,33,22,23,35,0,0,113
21,20,21,24,0,0,86,36,34,16,16,0,0,102
31,27,34,30,0,0,122,27,29,32,31,0,0,119
24,39,24,23,0,0,110,38,35,35,34,0,0,142
20,31,33,35,0,0,119,35,35,31,28,0,0,129
31,23,34,25,8,10,131,34,27,26,26,8,8,129
34,25,24,34,0,0,117,28,20,32,31,0,0,111
28,33,51,17,0,0,129,30,37,30,38,0,0,135
33,35,24,17,5,0,114,26,30,22,31,9,0,118
31,28,30,21,0,0,110,18,33,23,30,0,0,104
38,40,36,33,0,0,147,39,40,35,29,0,0,143
43,25,28,32,0,0,128,30,33,29,38,0,0,130
34,27,27,25,0,0,113,29,29,25,35,0,0,118
32,27,20,29,0,0,108,29,30,38,26,0,0,123
29,24,36,30,0,0,119,26,32,30,29,0,0,117
36,34,32,32,0,0,134,26,34,32,31,0,0,123
24,34,29,30,0,0,117,27,18,23,26,0,0,94
21,29,37,25,0,0,112,21,45,23,16,0,0,105
27,32,33,26,0,0,118,32,22,24,18,0,0,96
30,34,35,29,0,0,128,40,28,37,32,0,0,137
31,28,27,30,0,0,116,34,25,28,33,0,0,120
21,36,23,23,0,0,103,23,33,26,30,0,0,112
34,24,32,32,0,0,122,28,33,33,26,0,0,120
28,17,27,21,0,0,93,35,25,34,21,0,0,115
26,31,30,17,0,0,104,30,23,29,18,0,0,100
24,19,22,41,0,0,106,24,35,24,30,0,0,113
25,26,36,30,0,0,117,29,23,24,20,0,0,96
21,31,28,21,0,0,101,34,26,44,28,0,0,132
25,24,25,26,0,0,100,17,32,34,25,0,0,108
31,28,34,20,0,0,113,23,27,33,20,0,0,103
27,31,33,24,10,0,125,38,26,34,17,19,0,134
29,35,33,34,0,0,131,28,28,41,27,0,0,124
28,31,34,17,0,0,110,48,29,22,32,0,0,131
20,27,33,33,0,0,113,37,27,23,31,0,0,118
23,30,31,33,0,0,117,30,39,22,31,0,0,122
37,34,25,23,0,0,119,29,27,29,35,0,0,120
24,32,29,29,0,0,114,29,21,25,32,0,0,107
26,33,30,26,0,0,115,27,23,32,37,0,0,119
26,34,37,17,10,0,124,33,35,20,26,9,0,123
38,29,26,27,0,0,120,26,42,30,30,0,0,128
35,27,28,22,0,0,112,31,39,15,37,0,0,122
19,30,25,21,0,0,95,20,27,29,30,0,0,106
32,26,39,22,0,0,119,29,20,32,30,0,0,111
35,34,21,31,0,0,121,30,27,33,25,0,0,115
24,31,23,30,6,0,114,34,24,23,27,18,0,126
37,34,30,33,0,0,134,38,23,28,36,0,0,125
22,32,33,32,0,0,119,32,23,40,16,0,0,111
23,27,33,25,0,0,108,27,29,21,35,0,0,112
26,23,28,34,5,0,116,28,22,30,31,14,0,125
32,31,24,23,0,0,110,22,22,28,24,0,0,96
31,36,29,32,0,0,128,32,27,36,24,0,0,119
30,31,37,24,0,0,122,30,39,18,33,0,0,120
25,27,29,33,0,0,114,35,24,30,19,0,0,108
19,31,19,24,0,0,93,27,28,26,31,0,0,112
25,29,19,37,0,0,110,42,32,35,18,0,0,127
29,23,26,24,0,0,102,19,28,24,19,0,0,90
31,31,23,27,0,0,112,27,32,27,22,0,0,108
20,29,19,29,0,0,97,38,29,24,26,0,0,117
40,36,30,30,0,0,136,29,23,33,30,0,0,115
29,20,36,19,0,0,104,25,25,21,17,0,0,88
26,31,33,25,0,0,115,33,23,34,29,0,0,119
29,26,25,29,0,0,109,31,31,23,26,0,0,111
21,37,30,24,0,0,112,43,32,23,25,0,0,123
27,26,37,43,0,0,133,32,30,25,37,0,0,124
30,33,35,22,0,0,120,27,21,28,28,0,0,104
20,25,27,25,0,0,97,38,23,33,23,0,0,117
30,26,36,18,0,0,110,49,23,26,27,0,0,125
39,36,23,25,0,0,123,24,16,35,33,0,0,108
33,29,20,25,0,0,107,24,28,38,31,0,0,121
29,32,28,25,0,0,114,38,29,31,34,0,0,132
29,28,28,31,0,0,116,24,24,36,20,0,0,104
20,29,42,32,0,0,123,33,22,26,26,0,0,107
29,26,29,34,0,0,118,24,36,23,26,0,0,109
27,24,26,42,0,0,119,29,34,42,33,0,0,138
25,23,37,32,0,0,117,30,28,22,34,0,0,114
19,29,26,36,0,0,110,31,31,21,31,0,0,114
23,21,33,27,0,0,104,23,20,28,31,0,0,102
28,32,28,33,16,0,137,29,33,32,27,7,0,128
23,35,35,33,0,0,126,28,33,38,35,0,0,134
29,29,28,33,0,0,119,28,36,22,14,0,0,100
24,30,28,19,0,0,101,24,17,30,25,0,0,96
28,31,28,24,0,0,111,29,35,29,35,0,0,128
30,25,49,35,0,0,139,40,24,37,22,0,0,123
31,27,27,28,0,0,113,30,33,31,22,0,0,116
31,35,26,29,0,0,121,29,25,13,15,0,0,82
31,35,30,23,0,0,119,39,32,33,23,0,0,127
24,20,30,20,0,0,94,31,30,23,33,0,0,117
32,27,31,23,10,8,131,28,26,26,33,10,16,139
26,28,36,22,0,0,112,31,18,31,34,0,0,114
26,20,35,28,17,0,126,35,34,24,16,11,0,120
32,31,26,37,0,0,126,24,24,22,42,0,0,112
29,33,27,22,0,0,111,33,21,26,30,0,0,110
28,39,24,19,0,0,110,36,26,29,25,0,0,116
31,26,17,39,0,0,113,30,25,27,26,0,0,108
34,38,34,35,0,0,141,24,37,34,26,0,0,121
26,32,27,22,0,0,107,32,34,28,28,0,0,122
19,26,32,22,0,0,99,33,37,20,23,0,0,113
23,36,41,19,0,0,119,33,38,33,29,0,0,133
37,34,33,28,0,0,132,33,27,32,26,0,0,118
34,30,27,26,0,0,117,24,33,31,30,0,0,118
33,30,28,17,0,0,108,21,27,23,31,0,0,102
31,38,27,24,0,0,120,25,32,33,34,0,0,124
40,43,20,15,0,0,118,34,27,39,26,0,0,126
26,26,22,38,0,0,112,29,18,34,19,0,0,100
38,26,28,25,0,0,117,28,16,34,29,0,0,107
29,27,39,16,0,0,111,33,25,31,29,0,0,118
36,23,34,24,0,0,117,30,25,28,19,0,0,102
25,24,32,24,0,0,105,28,31,25,27,0,0,111
40,26,22,21,0,0,109,22,36,27,30,0,0,115
17,27,25,22,8,10,109,22,18,28,23,8,6,105
42,37,30,31,0,0,140,32,38,38,26,0,0,134
26,29,29,37,0,0,121,21,29,30,28,0,0,108
28,32,36,12,0,0,108,30,27,26,29,0,0,112
19,33,43,25,0,0,120,40,28,27,33,0,0,128
25,31,32,24,0,0,112,26,34,27,35,0,0,122
32,27,19,29,0,0,107,38,28,33,30,0,0,129
23,38,33,21,0,0,115,30,25,23,31,0,0,109
16,23,26,19,0,0,84,27,37,27,28,0,0,119
30,30,40,32,0,0,132,32,22,31,24,0,0,109
23,33,24,21,0,0,101,22,29,30,19,0,0,100
31,24,39,24,0,0,118,29,28,16,31,0,0,104
30,35,31,31,0,0,127,33,30,30,32,0,0,125
32,29,25,34,0,0,120,31,33,28,35,0,0,127
36,22,25,35,0,0,118,26,26,26,36,0,0,114
36,40,20,20,0,0,116,23,25,28,15,0,0,91
34,30,32,29,0,0,125,37,38,26,29,0,0,130
28,23,21,22,0,0,94,33,33,34,30,0,0,130
40,22,35,27,0,0,124,39,28,27,31,0,0,125
29,39,23,36,0,0,127,34,22,32,27,0,0,115
26,26,33,26,0,0,111,23,36,29,34,0,0,122
22,23,30,31,0,0,106,24,29,22,36,0,0,111
31,29,25,31,0,0,116,33,28,30,23,0,0,114
24,33,24,15,0,0,96,37,25,26,27,0,0,115
29,25,26,25,0,0,105,36,18,38,35,0,0,127
32,23,21,19,0,0,95,34,26,32,28,0,0,120
26,36,36,26,0,0,124,33,33,33,37,0,0,136
26,26,21,24,0,0,97,38,34,20,26,0,0,118
30,22,32,30,0,0,114,42,41,36,32,0,0,151
37,32,26,22,0,0,117,26,29,32,22,0,0,109
40,32,43,29,0,0,144,25,33,27,31,0,0,116
27,26,35,24,0,0,112,23,32,24,41,0,0,120
26,35,33,30,0,0,124,26,19,27,24,0,0,96
30,37,26,34,0,0,127,24,32,45,34,0,0,135
25,41,26,19,0,0,111,41,33,19,23,0,0,116
35,39,24,32,0,0,130,39,33,33,38,0,0,143
28,37,39,25,0,0,129,36,33,18,13,0,0,100
38,28,19,21,0,0,106,37,26,34,32,0,0,129
24,29,30,22,0,0,105,26,32,31,36,0,0,125
26,35,17,35,0,0,113,32,23,35,31,0,0,121
37,31,31,32,0,0,131,26,30,29,25,0,0,110
16,32,24,32,0,0,104,30,25,26,29,0,0,110
29,34,28,27,0,0,118,26,29,23,30,0,0,108
34,27,35,27,0,0,123,27,29,33,30,0,0,119
32,26,19,16,0,0,93,30,38,28,41,0,0,137
22,21,37,11,0,0,91,33,27,25,23,0,0,108
25,26,23,32,0,0,106,24,36,32,27,0,0,119
21,25,38,20,0,0,104,37,26,24,27,0,0,114
25,43,28,22,0,0,118,37,25,32,18,0,0,112
29,24,24,22,0,0,99,29,26,18,23,0,0,96
31,26,37,32,0,0,126,27,24,39,27,0,0,117
29,30,40,28,0,0,127,27,20,27,30,0,0,104
33,28,29,25,0,0,115,36,30,36,35,0,0,137
37,20,27,33,0,0,117,26,26,29,22,0,0,103
18,39,20,34,0,0,111,25,36,30,25,0,0,116
34,24,31,35,0,0,124,14,21,20,35,0,0,90
34,23,29,33,0,0,119,25,33,27,30,0,0,115
32,23,22,35,0,0,112,27,35,37,25,0,0,124
23,28,27,33,0,0,111,29,35,35,31,0,0,130
24,27,33,34,0,0,118,24,35,35,26,0,0,120
23,24,20,25,0,0,92,24,29,31,22,0,0,106
15,29,29,35,0,0,108,32,27,28,26,0,0,113
26,31,36,44,0,0,137,23,45,31,35,0,0,134
36,27,26,20,0,0,109,25,21,39,35,0,0,120
34,39,46,30,0,0,149,30,39,38,29,0,0,136
25,30,32,27,0,0,114,30,24,32,37,0,0,123
23,23,30,16,0,0,92,19,29,28,25,0,0,101
37,25,29,17,0,0,108,28,29,32,27,0,0,116
31,28,26,36,0,0,121,20,31,25,34,0,0,110
29,41,35,36,0,0,141,30,34,41,27,0,0,132
26,30,24,26,0,0,106,26,28,30,23,0,0,107
36,28,29,35,0,0,128,33,29,26,29,0,0,117
24,27,23,26,0,0,100,25,23,33,26,0,0,107
19,31,33,37,0,0,120,20,26,18,16,0,0,80
34,41,39,26,0,0,140,26,21,27,25,0,0,99
21,29,32,25,0,0,107,17,23,30,18,0,0,88
31,31,28,31,0,0,121,23,23,31,14,0,0,91
32,29,33,23,0,0,117,36,29,25,31,0,0,121
30,27,29,24,0,0,110,31,46,22,18,0,0,117
24,36,25,31,0,0,116,32,31,33,13,0,0,109
29,22,27,36,0,0,114,27,30,36,29,0,0,122
33,22,24,28,0,0,107,25,34,42,23,0,0,124
42,37,26,25,0,0,130,47,25,30,14,0,0,116
28,33,31,23,0,0,115,31,27,33,30,0,0,121
34,17,21,22,0,0,94,21,34,31,22,0,0,108
27,28,35,33,0,0,123,29,36,18,28,0,0,111
26,25,37,27,0,0,115,23,31,33,43,0,0,130
36,35,33,34,0,0,138,27,32,30,25,0,0,114
20,20,34,19,0,0,93,32,28,24,16,0,0,100
31,33,32,26,0,0,122,44,32,26,27,0,0,129
31,25,34,24,0,0,114,21,34,36,31,0,0,122
35,32,34,27,0,0,128,25,27,37,19,0,0,108
17,25,26,42,0,0,110,30,23,32,26,0,0,111
36,32,16,23,0,0,107,25,28,40,35,0,0,128
31,25,26,25,0,0,107,29,33,24,19,0,0,105
29,37,25,32,7,0,130,37,33,24,29,9,0,132
31,30,18,30,0,0,109,34,19,33,32,0,0,118
29,15,24,34,0,0,102,34,29,28,37,0,0,128
32,31,33,27,19,0,142,30,28,34,31,11,0,134
35,35,31,33,0,0,134,21,39,23,26,0,0,109
27,42,29,30,0,0,128,27,28,34,29,0,0,118
28,33,26,18,0,0,105,28,31,27,29,0,0,115
26,27,29,22,0,0,104,41,28,27,21,0,0,117
36,25,26,23,0,0,110,26,32,31,23,0,0,112
25,36,33,26,0,0,120,29,20,26,25,0,0,100
31,28,21,38,0,0,118,27,25,27,26,0,0,105
23,35,35,24,0,0,117,29,30,32,22,0,0,113
32,43,39,26,0,0,140,29,33,35,31,0,0,128
31,20,26,30,0,0,107,24,30,24,24,0,0,102
36,29,25,33,0,0,123,26,27,27,25,0,0,105
30,29,26,18,0,0,103,31,25,30,38,0,0,124
25,37,33,14,0,0,109,41,25,30,23,0,0,119
25,40,31,25,0,0,121,22,32,26,23,0,0,103
22,24,21,34,0,0,101,28,25,19,31,0,0,103
34,34,29,27,11,0,135,33,24,36,31,9,0,133
39,40,27,19,0,0,125,36,33,33,34,0,0,136
25,26,25,18,0,0,94,42,27,28,18,0,0,115
47,27,22,27,0,0,123,34,23,33,18,0,0,108
38,32,35,33,0,0,138,29,38,31,31,0,0,129
32,28,30,26,0,0,116,33,34,39,28,0,0,134
28,16,28,21,0,0,93,31,25,23,18,0,0,97
21,30,25,16,0,0,92,28,21,30,26,0,0,105
34,35,21,34,7,0,131,32,20,33,39,14,0,138
27,44,21,27,0,0,119,28,32,32,31,0,0,123
31,21,30,36,0,0,118,37,34,22,32,0,0,125
33,34,28,23,0,0,118,42,15,16,21,0,0,94
41,26,29,33,0,0,129,31,15,32,23,0,0,101
37,24,39,27,0,0,127,32,37,29,31,0,0,129
32,23,29,30,0,0,114,25,27,24,22,0,0,98
25,30,31,29,0,0,115,27,29,33,30,0,0,119
25,30,30,27,0,0,112,26,23,24,36,0,0,109
35,38,23,26,0,0,122,27,30,30,28,0,0,115
23,28,20,37,0,0,108,26,27,36,25,0,0,114
32,21,33,33,17,0,136,31,32,27,29,12,0,131
16,24,33,29,0,0,102,34,34,27,26,0,0,121
23,16,23,22,0,0,84,27,31,20,23,0,0,101
36,35,37,29,0,0,137,31,41,15,27,0,0,114
30,30,23,22,0,0,105,27,33,23,30,0,0,113
26,28,31,30,0,0,115,29,38,24,21,0,0,112
32,21,33,33,0,0,119,16,32,25,24,0,0,97
34,28,27,18,0,0,107,30,31,35,25,0,0,121
19,36,40,19,0,0,114,32,26,31,29,0,0,118
33,37,26,29,0,0,125,26,38,45,27,0,0,136
35,45,39,32,0,0,151,35,33,23,40,0,0,131
31,33,26,24,0,0,114,29,32,39,20,0,0,120
36,25,39,34,0,0,134,21,32,39,13,0,0,105
25,21,18,17,0,0,81,26,23,18,36,0,0,103
17,32,21,36,0,0,106,25,29,21,20,0,0,95
24,26,35,25,0,0,110,23,29,32,39,0,0,123
41,32,27,41,0,0,141,45,26,36,29,0,0,136
26,29,24,26,0,0,105,35,32,28,26,0,0,121
31,24,32,27,0,0,114,39,28,18,24,0,0,109
42,29,37,30,0,0,138,14,45,32,26,0,0,117
43,24,14,14,0,0,95,26,33,24,26,0,0,109
25,31,39,22,0,0,117,31,34,34,29,0,0,128
30,25,30,23,0,0,108,18,29,36,30,0,0,113
24,25,24,27,0,0,100,20,27,38,30,0,0,115
19,29,34,37,0,0,119,28,25,33,28,0,0,114
55,29,34,39,0,0,157,27,26,20,28,0,0,101
36,29,26,25,0,0,116,27,23,28,27,0,0,105
28,32,26,12,4,0,102,22,27,30,19,10,0,108
23,24,25,37,0,0,109,28,30,23,24,0,0,105
32,25,39,27,0,0,123,29,34,24,31,0,0,118
21,23,24,23,0,0,91,29,20,18,35,0,0,102
23,24,31,17,0,0,95,24,33,38,25,0,0,120
25,33,23,20,0,0,101,30,37,26,28,0,0,121
19,25,31,24,0,0,99,29,45,20,18,0,0,112
30,20,28,23,0,0,101,24,21,25,27,0,0,97
29,32,29,33,0,0,123,29,26,36,35,0,0,126
32,27,37,32,0,0,128,27,38,25,22,0,0,112
33,35,34,28,0,0,130,24,31,33,29,0,0,117
30,29,22,34,0,0,115,18,36,27,29,0,0,110
23,21,14,22,0,0,80,26,29,32,22,0,0,109
25,24,14,21,0,0,84,25,19,24,28,0,0,96
23,29,23,31,0,0,106,17,41,25,31,0,0,114
25,24,32,25,0,0,106,28,33,29,29,0,0,119
22,17,21,30,0,0,90,25,34,23,25,0,0,107
29,30,28,22,0,0,109,24,35,33,31,0,0,123
19,25,27,22,0,0,93,30,29,24,20,0,0,103
28,27,30,37,0,0,122,35,46,37,20,0,0,138
22,27,40,24,0,0,113,31,33,23,35,0,0,122
32,26,18,26,0,0,102,28,19,35,15,0,0,97
20,21,31,25,0,0,97,29,24,31,30,0,0,114
27,27,40,35,0,0,129,27,24,34,39,0,0,124
37,30,26,29,0,0,122,33,41,26,30,0,0,130
17,15,23,24,0,0,79,17,28,27,27,0,0,99
28,33,33,26,0,0,120,28,27,33,23,0,0,111
22,18,26,30,0,0,96,29,19,15,25,0,0,88
23,25,35,29,0,0,112,30,17,31,22,0,0,100
21,32,26,20,0,0,99,29,37,28,27,0,0,121
9,28,31,33,0,0,101,35,18,35,23,0,0,111
23,22,26,22,0,0,93,30,24,19,29,0,0,102
32,37,23,33,0,0,125,31,34,37,24,0,0,126
35,30,27,37,0,0,129,25,28,34,34,0,0,121
22,30,22,22,12,0,108,23,25,32,16,18,0,114
33,24,32,25,0,0,114,28,22,28,41,0,0,119
23,29,31,21,7,0,111,29,25,27,23,13,0,117
30,28,24,37,0,0,119,27,39,26,25,0,0,117
29,18,30,32,0,0,109,22,26,29,35,0,0,112
30,40,24,36,0,0,130,32,29,50,25,0,0,136
33,28,26,19,0,0,106,26,25,24,20,0,0,95
24,28,24,23,0,0,99,38,23,33,22,0,0,116
36,27,23,32,10,0,128,33,36,33,16,8,0,126
33,27,39,24,0,0,123,36,20,34,26,0,0,116
35,33,30,30,0,0,128,34,33,33,20,0,0,120
23,35,32,28,0,0,118,25,26,29,19,0,0,99
20,22,25,18,0,0,85,31,28,41,25,0,0,125
32,19,30,26,0,0,107,31,37,26,31,0,0,125
21,29,31,27,0,0,108,32,23,20,26,0,0,101
30,26,35,29,0,0,120,31,27,23,19,0,0,100
31,32,24,32,0,0,119,38,28,21,28,0,0,115
21,21,31,14,0,0,87,18,22,30,27,0,0,97
29,25,23,28,0,0,105,31,20,25,35,0,0,111
29,36,31,21,0,0,117,31,33,24,24,0,0,112
22,27,16,22,0,0,87,28,29,35,29,0,0,121
33,23,24,20,0,0,100,26,41,43,17,0,0,127
28,29,31,26,0,0,114,29,21,27,25,0,0,102
31,21,36,26,0,0,114,29,38,23,31,0,0,121
21,23,26,16,0,0,86,29,29,29,18,0,0,105
30,18,20,29,0,0,97,23,36,27,41,0,0,127
19,31,33,24,8,0,115,27,32,33,15,9,0,116
34,27,31,32,0,0,124,32,31,35,31,0,0,129
30,18,33,20,0,0,101,31,25,34,19,0,0,109
21,31,32,17,0,0,101,22,27,28,27,0,0,104
33,25,30,27,0,0,115,26,23,23,31,0,0,103
24,25,25,28,0,0,102,35,17,39,27,0,0,118
24,23,27,29,0,0,103,14,36,34,28,0,0,112
28,31,23,24,0,0,106,32,38,23,28,0,0,121
29,21,21,24,0,0,95,22,21,30,13,0,0,86
44,37,22,22,0,0,125,26,25,25,24,0,0,100
31,19,21,21,0,0,92,24,27,23,22,0,0,96
26,20,31,24,0,0,101,31,25,35,31,0,0,122
29,23,10,26,0,0,88,23,32,33,24,0,0,112
